AMG,Gradient Queue,Random,Newton,BFGS,GDLS
84.64434790948903,84.64434790948903,122.84475994474717,206.72758315203825,122.84475994474361,340.28276360294996
196.5368462516562,84.64434790948866,111.90640593129473,297.29255491482576,122.8447599447416,49.45269436555031
189.7345136390682,152.09942147661184,298.45168647331843,225.85890043169448,122.84475994473804,152.1544743615245
189.7345136390682,317.3696099000286,208.18241379407567,223.7852115205274,122.84475994473601,203.72618967004146
122.19889171352152,196.6427293763905,106.50153918395489,148.04315875497664,122.8447599447296,231.40533870532545
122.19889171352152,68.19937219530738,221.39860565286278,155.48061644262026,122.84475994472552,40.45952154757045
99.38063353257182,58.025785366331604,221.39860565286241,96.77199933878892,122.8447599447235,245.69613487679874
212.9716839757345,14.626954039079008,175.96288046530225,286.4609047276777,122.84475994471005,114.45792564331255
116.20116675227202,0.2267966717794298,238.3913905078109,199.9780234633191,122.844759944708,173.64643682381512
134.117810304426,9.169424225482678e-7,98.29467514071641,184.06105218866065,122.84475994470664,89.13876448781764
52.108804881417456,1.572709429783882e-19,127.65991372727153,53.98493290701855,122.8447599447053,56.28641180636089
39.34990294167263,,127.65991372727153,70.63518726013466,122.84475994469058,150.7522307744875
87.33251974505096,,341.29525169934334,10.577977817544214,122.84475994468924,36.1888076809644
11.631141320390878,,220.51213636490752,0.1315633251864555,122.84475994468788,41.91994324791634
0.10706545752196504,,49.04989815017809,2.1801455238806462e-7,122.84475994467371,16.31816348461008
9.523950049998835e-8,,46.54281637351971,0.0,122.84475994467236,16.470258538518358
3.257151880604868e-23,,46.54281637351971,,122.84475994467168,22.056282962809398
,,46.54281637351971,,122.84475994466963,7.096104591390249
,,46.54281637351971,,122.84475994465497,8.925891622899586
,,211.24655026151729,,122.84475994465427,3.1806243264478504
,,46.251986416392974,,122.84475994465224,3.6996032346398557
,,18.013410889628414,,122.84475994464584,1.4689490773937146
,,0.8827141515825837,,122.84475994464448,1.5600052735842007
,,9.938845240338681e-5,,122.84475994464243,0.6965036558798032
,,1.3550733816477616e-16,,122.84475994462895,1.487800497007917
,,,,122.8447599446276,0.41064020399023754
,,,,122.84475994462625,0.1447391333606942
,,,,122.84475994462422,0.17056097551337587
,,,,122.8447599446102,0.06658059144988347
,,,,122.84475994460885,0.07179621841345836
,,,,122.84475994460679,0.03144467205179771
,,,,122.84475994459332,0.06901732960099567
,,,,122.84475994459196,0.018992399073109803
,,,,122.8447599445906,0.006594447204863245
,,,,122.84475994458924,0.007874630158439888
,,,,122.84475994457455,0.0030198886667321028
,,,,122.8447599445732,0.0033065031670520377
,,,,122.84475994457183,0.0014203847722369534
,,,,122.84475994456477,0.001412649961552936
,,,,122.84475994456409,0.0018947646663079007
,,,,122.84475994456204,0.0006170631880525663
,,,,122.84475994454736,0.0007800891053109663
,,,,122.84475994454668,0.00027663695795742267
,,,,122.84475994454463,0.0003242513563564269
,,,,122.84475994453824,0.0001274790521399962
,,,,122.84475994453689,0.00013663054480523028
,,,,122.84475994453484,6.0301995499700276e-5
,,,,122.84475994452136,0.0001309471748873784
,,,,122.84475994451935,3.607646802744843e-5
,,,,122.84475994450464,1.2600156671491117e-5
,,,,122.84475994450396,1.4968322368061507e-5
,,,,122.84475994450194,5.780427919074584e-6
,,,,122.84475994449554,6.291198884425484e-6
,,,,122.84475994449419,2.7232337667379935e-6
,,,,122.84475994449214,6.074823565711685e-6
,,,,122.84475994447813,1.6688098498189253e-6
,,,,122.84475994447676,2.4633015256066714e-6
,,,,122.84475994447473,6.912153433574192e-7
,,,,122.84475994446125,2.6246847405903466e-6
,,,,122.8447599444599,6.958373053827004e-7
,,,,122.84475994445854,1.0615060834425356e-6
,,,,122.84475994445718,1.622364312019775e-6
,,,,122.84475994445583,2.4803432542110063e-6
,,,,122.84475994444114,6.560533708694246e-7
,,,,122.84475994443979,1.0029648884006863e-6
,,,,122.84475994443842,1.533449704345468e-6
,,,,122.84475994442427,2.344550754287126e-6
,,,,122.84475994442292,6.200703714399526e-7
,,,,122.84475994442155,2.5161610186418985e-6
,,,,122.84475994440685,6.654533979764873e-7
,,,,122.8447599444055,1.0174403382516702e-6
,,,,122.84475994440413,1.5556085515296154e-6
,,,,122.84475994439705,2.378437276079818e-6
,,,,122.84475994439637,6.290292486336404e-7
,,,,122.84475994439434,9.61750053764229e-7
,,,,122.84475994438017,1.470461308830013e-6
,,,,122.8447599443795,2.2482519806482945e-6
,,,,122.84475994437814,5.945989227464609e-7
,,,,122.84475994437611,2.4128150121360896e-6
,,,,122.8447599443621,6.381211798286674e-7
,,,,122.84475994436075,9.756511090396888e-7
,,,,122.84475994435871,1.4917152363400395e-6
,,,,122.84475994434521,2.280748031459447e-6
,,,,122.84475994434386,6.031932068496726e-7
,,,,122.8447599443425,2.4476896436986015e-6
,,,,122.84475994434048,6.473445313507623e-7
,,,,122.84475994432648,9.897530906618035e-7
,,,,122.84475994432445,1.5132763668066149e-6
,,,,122.84475994431095,2.3137137776495475e-6
,,,,122.8447599443096,6.119117123072404e-7
,,,,122.84475994430824,2.483068350348246e-6
,,,,122.8447599443062,6.567011964552733e-7
,,,,122.84475994429219,1.0040589011799978e-6
,,,,122.84475994429083,1.5351491400966963e-6
,,,,122.8447599442888,2.3471560080489177e-6
,,,,122.84475994427531,6.207562343327083e-7
,,,,122.84475994427396,2.5189584179408276e-6
,,,,122.84475994427261,6.661931020347564e-7
,,,,122.84475994427125,1.0185714867176567e-6
,,,,122.84475994425655,1.5573380606695174e-6
,,,,122.8447599442552,2.381081609721298e-6
,,,,122.84475994425385,6.297285943587997e-7
,,,,122.84475994424676,9.628193216434696e-7
,,,,122.84475994424609,1.4720961608451323e-6
,,,,122.84475994424405,2.2507515772283594e-6
,,,,122.84475994422937,5.952599949502642e-7
,,,,122.84475994422868,2.415497569275682e-6
,,,,122.84475994422665,6.388306401455576e-7
,,,,122.84475994421248,9.7673583365909e-7
,,,,122.84475994421179,1.4933737187939919e-6
,,,,122.84475994421044,2.283283757113584e-6
,,,,122.8447599442084,6.038638344099905e-7
,,,,122.8447599441944,2.450410974304931e-6
,,,,122.84475994419303,6.480642461603983e-7
,,,,122.844759944191,9.908534938053378e-7
,,,,122.84475994417753,1.5149588208315505e-6
,,,,122.84475994417616,2.3162861544758455e-6
,,,,122.84475994417481,6.125920330641481e-7
,,,,122.84475994417343,2.485829014845409e-6
,,,,122.84475994417208,6.574313139641389e-7
,,,,122.84475994416856,1.0051752094609038e-6
,,,,122.84475994416653,1.5368559121750093e-6
,,,,122.8447599441601,2.3497655658002444e-6
,,,,122.84475994415808,6.214463883903987e-7
,,,,122.84475994415114,2.5217589848576696e-6
,,,,122.84475994414912,6.669337726025987e-7
,,,,122.84475994414557,1.0197039300274881e-6
,,,,122.84475994414203,1.5590695022923678e-6
,,,,122.84475994413998,2.383728885807713e-6
,,,,122.84475994412533,6.30428723847e-7
,,,,122.84475994412398,9.638897799407903e-7
,,,,122.84475994412041,1.4737328308977658e-6
,,,,122.84475994411687,2.253253952956486e-6
,,,,122.84475994411484,5.959218024008766e-7
,,,,122.84475994410843,2.4181831088749233e-6
,,,,122.84475994410639,6.395408892483273e-7
,,,,122.84475994410286,9.778217642734095e-7
,,,,122.84475994409932,1.4950340451421944e-6
,,,,122.84475994409728,2.2858223019765677e-6
,,,,122.84475994409374,6.045352075715646e-7
,,,,122.84475994409021,2.4531353304747e-6
,,,,122.84475994408614,6.487847611458223e-7
,,,,122.84475994408412,9.91955120372266e-7
,,,,122.84475994408058,1.5166431454014933e-6
,,,,122.84475994407703,2.3188613912594176e-6
,,,,122.844759944075,6.1327311019869e-7
,,,,122.84475994407146,2.4885927486372506e-6
,,,,122.84475994406792,6.581622432144481e-7
,,,,122.84475994406587,1.0062927588484598e-6
,,,,122.84475994406233,1.5385645818350327e-6
,,,,122.8447599440588,2.352378024846434e-6
,,,,122.84475994405473,6.221373097583435e-7
,,,,122.84475994405268,2.5245626654325263e-6
,,,,122.84475994404914,6.676752666447299e-7
,,,,122.8447599440456,1.0208376323828248e-6
,,,,122.84475994404424,1.5608028689244198e-6
,,,,122.84475994404004,2.38637910512407e-6
,,,,122.84475994403648,6.311296317360947e-7
,,,,122.84475994403515,9.649614283689514e-7
,,,,122.84475994403091,1.4753713205929856e-6
,,,,122.84475994402956,2.2557591108149717e-6
,,,,122.84475994402247,5.965843456461105e-7
,,,,122.84475994402112,2.420871634245314e-6
,,,,122.84475994401349,6.402519280029343e-7
,,,,122.84475994401215,9.789089022206228e-7
,,,,122.84475994400862,1.49669621743395e-6
,,,,122.84475994400506,2.2883636691825972e-6
,,,,122.84475994400302,6.052073271628746e-7
,,,,122.84475994399662,2.4558627155717066e-6
,,,,122.84475994399459,6.495060771966458e-7
,,,,122.84475994399105,9.930579717227776e-7
,,,,122.84475994398751,1.5183293425961029e-6
,,,,122.84475994398343,2.3214394911799468e-6
,,,,122.8447599439814,6.139549445518019e-7
,,,,122.84475994397788,2.491359555136195e-6
,,,,122.84475994397431,6.588939851086896e-7
,,,,122.84475994397229,1.0074115507225194e-6
,,,,122.84475994396874,1.5402751511864833e-6
,,,,122.8447599439652,2.3549933884131217e-6
,,,,122.84475994396318,6.228289992896321e-7
,,,,122.84475994395963,2.5273694631271384e-6
,,,,122.84475994395608,6.684175850766813e-7
,,,,122.84475994395406,1.0219725951834624e-6
,,,,122.84475994394006,1.5625381627058834e-6
,,,,122.84475994393654,2.3890322709426273e-6
,,,,122.84475994393448,6.318313188915037e-7
,,,,122.84475994393095,9.660342682511308e-7
,,,,122.8447599439274,1.477011631953857e-6
,,,,122.84475994392537,2.2582670538969696e-6
,,,,122.84475994392183,5.972476255040163e-7
,,,,122.84475994391978,2.4235631487064104e-6
,,,,122.84475994391285,6.409637572873077e-7
,,,,122.84475994390931,9.799972488430344e-7
,,,,122.84475994390726,1.498360237721563e-6
,,,,122.84475994390372,2.2909078618695306e-6
,,,,122.84475994390019,6.058801940137963e-7
,,,,122.84475994389815,2.4585931329634946e-6
,,,,122.84475994389463,6.502281952034895e-7
,,,,122.84475994389108,9.941620492185815e-7
,,,,122.84475994388973,1.5200174144973548e-6
,,,,122.84475994388552,2.3240204574206544e-6
,,,,122.84475994388416,6.146375369653558e-7
,,,,122.84475994387707,2.4941294377584654e-6
,,,,122.844759943873,6.596265405503599e-7
,,,,122.84475994387165,1.0085315864644781e-6
,,,,122.84475994386743,1.5419876223414369e-6
,,,,122.84475994386388,2.3576116597295534e-6
,,,,122.84475994386253,6.235214578383077e-7
,,,,122.84475994385899,2.5301793814071154e-6
,,,,122.84475994385696,6.691607288150095e-7
,,,,122.84475994385055,1.0231088198307637e-6
,,,,122.84475994384853,1.5642753857793613e-6
,,,,122.84475994384158,2.3916883865393037e-6
,,,,122.84475994383955,6.325337861796135e-7
,,,,122.84475994383314,9.67108300911984e-7
,,,,122.84475994383111,1.4786537670057018e-6
,,,,122.84475994382468,2.2607777852990808e-6
,,,,122.84475994382265,5.979116427935578e-7
,,,,122.84475994381913,2.426257655581475e-6
,,,,122.8447599438171,6.416763779803562e-7
,,,,122.84475994381069,9.810868054844456e-7
,,,,122.84475994380865,1.5000261080596308e-6
,,,,122.84475994380172,2.293454883178731e-6
,,,,122.84475994379967,6.065538089551307e-7
,,,,122.84475994379613,2.461326586021359e-6
,,,,122.8447599437926,6.509511160579646e-7
